assignments,courseId,createdAt,description,durationDays,endDate,id,name,required,sequenceNumber,startDate,subject,updatedAt
"[""ASG525213"", ""ASG244784""]",CRS430230,2025-09-24T16:49:39.734144,מודול מבוסס-דיון זה מקדם חשיבה ביקורתית וניתוח. בשיעור הזה נעבור על: אלגברה Fundamentals.,10,2024-09-11T00:00:00,MOD517327,Discussion 1: אלגברה Fundamentals,True,1,2024-09-01T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG400832""]",CRS430230,2025-09-24T16:49:39.734144,השתתף בדיונים מעמיקים בנושאים חשובים בתחום. בשיעור הזה נעבור על: אלגברה Fundamentals.,11,2024-09-23T00:00:00,MOD543024,Discussion 2: אלגברה Fundamentals,True,2,2024-09-12T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG644774"", ""ASG770482""]",CRS430230,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: אלגברה Project.,7,2024-10-01T00:00:00,MOD006571,Module 3: אלגברה Project,True,3,2024-09-24T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG938132""]",CRS430230,2025-09-24T16:49:39.734144,התלמידים ילמדו את המושגים והעקרונות המרכזיים. בשיעור הזה נעבור על: Theory in אלגברה.,7,2024-10-09T00:00:00,MOD345410,Unit 4: Theory in אלגברה,True,4,2024-10-02T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG611689"", ""ASG447003""]",CRS430230,2025-09-24T16:49:39.734144,מודול מעשי זה מתמקד בפיתוח כישורים יישומיים. בשיעור הזה נעבור על: אלגברה Practice - Part 5.,10,2024-10-20T00:00:00,MOD986258,אלגברה Practice - Part 5,True,5,2024-10-10T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG382587"", ""ASG399228""]",CRS430230,2025-09-24T16:49:39.734144,קח חלק בדיונים מובנים להעמקת ההבנה. בשיעור הזה נעבור על: אלגברה Discussion.,11,2024-11-01T00:00:00,MOD909075,Module 6: אלגברה Discussion,True,6,2024-10-21T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG486881"", ""ASG976589""]",CRS430230,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: אלגברה Research - Part 7.,9,2024-11-11T00:00:00,MOD700031,אלגברה Research - Part 7,True,7,2024-11-02T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG606210""]",CRS430230,2025-09-24T16:49:39.734144,מודול מעשי זה מתמקד בפיתוח כישורים יישומיים. בשיעור הזה נעבור על: אלגברה Practice - Part 8.,11,2024-11-23T00:00:00,MOD192486,אלגברה Practice - Part 8,False,8,2024-11-12T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG613485"", ""ASG534715""]",CRS430230,2025-09-24T16:49:39.734144,חקור מושגים מתקדמים דרך פעילויות מחקר מונחות. בשיעור הזה נעבור על: אלגברה Fundamentals.,8,2024-12-02T00:00:00,MOD369841,Research 9: אלגברה Fundamentals,True,9,2024-11-24T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG527103"", ""ASG442700""]",CRS430230,2025-09-24T16:49:39.734144,השתתף בדיונים מעמיקים בנושאים חשובים בתחום. בשיעור הזה נעבור על: אלגברה Discussion.,7,2024-12-10T00:00:00,MOD405876,Module 10: אלגברה Discussion,True,10,2024-12-03T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG517019""]",CRS430230,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: אלגברה Research - Part 11.,11,2024-12-22T00:00:00,MOD975016,אלגברה Research - Part 11,True,11,2024-12-11T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG273230""]",CRS430230,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: אלגברה Project - Part 12.,10,2025-01-02T00:00:00,MOD016077,אלגברה Project - Part 12,False,12,2024-12-23T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG055313""]",CRS430230,2025-09-24T16:49:39.734144,השתתף בדיונים מעמיקים בנושאים חשובים בתחום. בשיעור הזה נעבור על: אלגברה Discussion.,9,2025-01-12T00:00:00,MOD635821,Module 13: אלגברה Discussion,True,13,2025-01-03T00:00:00,חינוך גופני,2025-09-24T16:49:39.734144
"[""ASG329057"", ""ASG284784""]",CRS446141,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: אלגברה Fundamentals.,7,2025-02-17T00:00:00,MOD210995,Project 1: אלגברה Fundamentals,True,1,2025-02-10T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG009429"", ""ASG687550""]",CRS446141,2025-09-24T16:49:39.734144,בצע מחקר בנושאים הקשורים לחומר הקורס. בשיעור הזה נעבור על: Research in אלגברה.,8,2025-02-26T00:00:00,MOD874307,Unit 2: Research in אלגברה,True,2,2025-02-18T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG628091""]",CRS446141,2025-09-24T16:49:39.734144,קח חלק בדיונים מובנים להעמקת ההבנה. בשיעור הזה נעבור על: Discussion Applications.,7,2025-03-06T00:00:00,MOD735642,אלגברה 3: Discussion Applications,True,3,2025-02-27T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG200193"", ""ASG432376""]",CRS446141,2025-09-24T16:49:39.734144,פַּתֵּחַ והשלם פרויקט שמדגים שליטה במושגים המרכזיים. בשיעור הזה נעבור על: אלגברה Project.,7,2025-03-14T00:00:00,MOD373068,Module 4: אלגברה Project,True,4,2025-03-07T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG765867"", ""ASG609768""]",CRS446141,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: Research Applications.,7,2025-03-22T00:00:00,MOD532943,אלגברה 5: Research Applications,True,5,2025-03-15T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG914539"", ""ASG424151""]",CRS446141,2025-09-24T16:49:39.734144,קח חלק בדיונים מובנים להעמקת ההבנה. בשיעור הזה נעבור על: אלגברה Fundamentals.,7,2025-03-30T00:00:00,MOD666036,Discussion 6: אלגברה Fundamentals,True,6,2025-03-23T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG528951"", ""ASG429405""]",CRS446141,2025-09-24T16:49:39.734144,מודול מעשי זה מתמקד בפיתוח כישורים יישומיים. בשיעור הזה נעבור על: אלגברה Fundamentals.,8,2025-04-08T00:00:00,MOD450429,Practice 7: אלגברה Fundamentals,True,7,2025-03-31T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG488161"", ""ASG367080""]",CRS446141,2025-09-24T16:49:39.734144,מודול מעשי זה מתמקד בפיתוח כישורים יישומיים. בשיעור הזה נעבור על: אלגברה Practice - Part 8.,7,2025-04-16T00:00:00,MOD413247,אלגברה Practice - Part 8,True,8,2025-04-09T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG852991"", ""ASG993493""]",CRS446141,2025-09-24T16:49:39.734144,התלמידים ילמדו את המושגים והעקרונות המרכזיים. בשיעור הזה נעבור על: Theory Applications.,9,2025-04-26T00:00:00,MOD682512,אלגברה 9: Theory Applications,True,9,2025-04-17T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG365489"", ""ASG102439""]",CRS446141,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: אלגברה Project.,7,2025-05-04T00:00:00,MOD330967,Module 10: אלגברה Project,True,10,2025-04-27T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG112449""]",CRS261592,2025-09-24T16:49:39.734144,חקור מושגים מתקדמים דרך פעילויות מחקר מונחות. בשיעור הזה נעבור על: חשבון Research.,7,2024-09-16T00:00:00,MOD360213,Module 1: חשבון Research,True,1,2024-09-09T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG057014"", ""ASG852721""]",CRS261592,2025-09-24T16:49:39.734144,השתתף בדיונים מעמיקים בנושאים חשובים בתחום. בשיעור הזה נעבור על: חשבון Fundamentals.,9,2024-09-26T00:00:00,MOD985400,Discussion 2: חשבון Fundamentals,True,2,2024-09-17T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG148982"", ""ASG175536""]",CRS261592,2025-09-24T16:49:39.734144,מודול מבוסס-דיון זה מקדם חשיבה ביקורתית וניתוח. בשיעור הזה נעבור על: Discussion in חשבון.,7,2024-10-04T00:00:00,MOD588503,Unit 3: Discussion in חשבון,True,3,2024-09-27T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG313401"", ""ASG410436""]",CRS261592,2025-09-24T16:49:39.734144,מודול זה עוסק ביסודות התיאורטיים של הנושא. בשיעור הזה נעבור על: חשבון Theory - Part 4.,7,2024-10-12T00:00:00,MOD633349,חשבון Theory - Part 4,False,4,2024-10-05T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG770137"", ""ASG098251""]",CRS261592,2025-09-24T16:49:39.734144,מודול מעשי זה מתמקד בפיתוח כישורים יישומיים. בשיעור הזה נעבור על: חשבון Fundamentals.,7,2024-10-20T00:00:00,MOD426317,Practice 5: חשבון Fundamentals,True,5,2024-10-13T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG268002""]",CRS261592,2025-09-24T16:49:39.734144,יישם ידע תיאורטי באמצעות תרגילים ובעיות מעשיות. בשיעור הזה נעבור על: חשבון Practice.,7,2024-10-28T00:00:00,MOD444415,Module 6: חשבון Practice,False,6,2024-10-21T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG263927""]",CRS261592,2025-09-24T16:49:39.734144,בצע מחקר בנושאים הקשורים לחומר הקורס. בשיעור הזה נעבור על: Research in חשבון.,7,2024-11-05T00:00:00,MOD922432,Unit 7: Research in חשבון,True,7,2024-10-29T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG505574"", ""ASG756236""]",CRS261592,2025-09-24T16:49:39.734144,קח חלק בדיונים מובנים להעמקת ההבנה. בשיעור הזה נעבור על: חשבון Discussion.,7,2024-11-13T00:00:00,MOD955420,Module 8: חשבון Discussion,True,8,2024-11-06T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG394130""]",CRS261592,2025-09-24T16:49:39.734144,חקור את התיאוריות הבסיסיות העומדות בבסיס תחום זה. בשיעור הזה נעבור על: חשבון Theory.,7,2024-11-21T00:00:00,MOD895159,Module 9: חשבון Theory,True,9,2024-11-14T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG595646"", ""ASG037975""]",CRS261592,2025-09-24T16:49:39.734144,מודול מעשי זה מתמקד בפיתוח כישורים יישומיים. בשיעור הזה נעבור על: חשבון Practice - Part 10.,3,2024-11-25T00:00:00,MOD383486,חשבון Practice - Part 10,True,10,2024-11-22T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG727651""]",CRS831057,2025-09-24T16:49:39.734144,מודול מעשי זה מתמקד בפיתוח כישורים יישומיים. בשיעור הזה נעבור על: פיזיקה Practice - Part 1.,7,2024-09-11T00:00:00,MOD559644,פיזיקה Practice - Part 1,True,1,2024-09-04T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG176760"", ""ASG609707""]",CRS831057,2025-09-24T16:49:39.734144,בצע מחקר בנושאים הקשורים לחומר הקורס. בשיעור הזה נעבור על: Research in פיזיקה.,7,2024-09-19T00:00:00,MOD913915,Unit 2: Research in פיזיקה,True,2,2024-09-12T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG251765""]",CRS831057,2025-09-24T16:49:39.734144,התלמידים ילמדו את המושגים והעקרונות המרכזיים. בשיעור הזה נעבור על: פיזיקה Theory - Part 3.,7,2024-09-27T00:00:00,MOD415464,פיזיקה Theory - Part 3,True,3,2024-09-20T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG220478"", ""ASG746675""]",CRS831057,2025-09-24T16:49:39.734144,חקור מושגים מתקדמים דרך פעילויות מחקר מונחות. בשיעור הזה נעבור על: Research in פיזיקה.,7,2024-10-05T00:00:00,MOD772650,Unit 4: Research in פיזיקה,False,4,2024-09-28T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG924252"", ""ASG984246""]",CRS831057,2025-09-24T16:49:39.734144,תרגל טכניקות ליבה דרך תרגילים מודרכים ופעילויות. בשיעור הזה נעבור על: פיזיקה Practice - Part 5.,7,2024-10-13T00:00:00,MOD627975,פיזיקה Practice - Part 5,True,5,2024-10-06T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG299100"", ""ASG221221""]",CRS831057,2025-09-24T16:49:39.734144,התלמידים ילמדו את המושגים והעקרונות המרכזיים. בשיעור הזה נעבור על: פיזיקה Theory.,7,2024-10-21T00:00:00,MOD824980,Module 6: פיזיקה Theory,True,6,2024-10-14T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG482072"", ""ASG004712""]",CRS831057,2025-09-24T16:49:39.734144,יישם ידע תיאורטי באמצעות תרגילים ובעיות מעשיות. בשיעור הזה נעבור על: Practice Applications.,7,2024-10-29T00:00:00,MOD214559,פיזיקה 7: Practice Applications,False,7,2024-10-22T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG871008""]",CRS831057,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: Research Applications.,7,2024-11-06T00:00:00,MOD616746,פיזיקה 8: Research Applications,True,8,2024-10-30T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG857855"", ""ASG753549""]",CRS831057,2025-09-24T16:49:39.734144,חקור מושגים מתקדמים דרך פעילויות מחקר מונחות. בשיעור הזה נעבור על: פיזיקה Research.,7,2024-11-14T00:00:00,MOD228517,Module 9: פיזיקה Research,False,9,2024-11-07T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG334226"", ""ASG969040""]",CRS831057,2025-09-24T16:49:39.734144,פַּתֵּחַ והשלם פרויקט שמדגים שליטה במושגים המרכזיים. בשיעור הזה נעבור על: פיזיקה Fundamentals.,7,2024-11-22T00:00:00,MOD982753,Project 10: פיזיקה Fundamentals,True,10,2024-11-15T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG680531""]",CRS831057,2025-09-24T16:49:39.734144,מודול מבוסס-דיון זה מקדם חשיבה ביקורתית וניתוח. בשיעור הזה נעבור על: פיזיקה Discussion - Part 11.,8,2024-12-01T00:00:00,MOD661977,פיזיקה Discussion - Part 11,True,11,2024-11-23T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG119864"", ""ASG430137""]",CRS831057,2025-09-24T16:49:39.734144,יישם ידע תיאורטי באמצעות תרגילים ובעיות מעשיות. בשיעור הזה נעבור על: Practice in פיזיקה.,8,2024-12-10T00:00:00,MOD308740,Unit 12: Practice in פיזיקה,True,12,2024-12-02T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG732860""]",CRS831057,2025-09-24T16:49:39.734144,מודול מבוסס-פרויקט זה מאפשר יישום של כישורים שנרכשו. בשיעור הזה נעבור על: Project in פיזיקה.,7,2024-12-18T00:00:00,MOD788235,Unit 13: Project in פיזיקה,False,13,2024-12-11T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG544071""]",CRS831057,2025-09-24T16:49:39.734144,מודול זה עוסק ביסודות התיאורטיים של הנושא. בשיעור הזה נעבור על: פיזיקה Theory - Part 14.,6,2024-12-25T00:00:00,MOD959497,פיזיקה Theory - Part 14,True,14,2024-12-19T00:00:00,אמנות,2025-09-24T16:49:39.734144
"[""ASG961711""]",CRS058797,2025-09-24T16:49:39.734144,קח חלק בדיונים מובנים להעמקת ההבנה. בשיעור הזה נעבור על: Discussion Applications.,15,2025-02-21T00:00:00,MOD342337,יסודות 1: Discussion Applications,True,1,2025-02-06T00:00:00,היסטוריה,2025-09-24T16:49:39.734144
"[""ASG134566"", ""ASG266948""]",CRS058797,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: יסודות Project - Part 2.,18,2025-03-12T00:00:00,MOD987246,יסודות Project - Part 2,True,2,2025-02-22T00:00:00,היסטוריה,2025-09-24T16:49:39.734144
"[""ASG156319"", ""ASG671266""]",CRS058797,2025-09-24T16:49:39.734144,בצע מחקר בנושאים הקשורים לחומר הקורס. בשיעור הזה נעבור על: Research Applications.,23,2025-04-05T00:00:00,MOD764544,יסודות 3: Research Applications,False,3,2025-03-13T00:00:00,היסטוריה,2025-09-24T16:49:39.734144
"[""ASG468722"", ""ASG000246""]",CRS058797,2025-09-24T16:49:39.734144,השתתף בדיונים מעמיקים בנושאים חשובים בתחום. בשיעור הזה נעבור על: יסודות Discussion - Part 4.,14,2025-04-20T00:00:00,MOD613318,יסודות Discussion - Part 4,True,4,2025-04-06T00:00:00,היסטוריה,2025-09-24T16:49:39.734144
"[""ASG242021""]",CRS058797,2025-09-24T16:49:39.734144,התלמידים ילמדו את המושגים והעקרונות המרכזיים. בשיעור הזה נעבור על: Theory in יסודות.,31,2025-05-22T00:00:00,MOD389985,Unit 5: Theory in יסודות,True,5,2025-04-21T00:00:00,היסטוריה,2025-09-24T16:49:39.734144
"[""ASG052242"", ""ASG932521""]",CRS652689,2025-09-24T16:49:39.734144,פַּתֵּחַ והשלם פרויקט שמדגים שליטה במושגים המרכזיים. בשיעור הזה נעבור על: Project in כימיה.,11,2025-02-16T00:00:00,MOD272229,Unit 1: Project in כימיה,True,1,2025-02-05T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG194384""]",CRS652689,2025-09-24T16:49:39.734144,תרגל טכניקות ליבה דרך תרגילים מודרכים ופעילויות. בשיעור הזה נעבור על: כימיה Practice - Part 2.,17,2025-03-06T00:00:00,MOD430710,כימיה Practice - Part 2,True,2,2025-02-17T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG632615"", ""ASG996962""]",CRS652689,2025-09-24T16:49:39.734144,פַּתֵּחַ והשלם פרויקט שמדגים שליטה במושגים המרכזיים. בשיעור הזה נעבור על: Project in כימיה.,9,2025-03-16T00:00:00,MOD340216,Unit 3: Project in כימיה,True,3,2025-03-07T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG852989"", ""ASG436735""]",CRS652689,2025-09-24T16:49:39.734144,התלמידים ילמדו את המושגים והעקרונות המרכזיים. בשיעור הזה נעבור על: כימיה Fundamentals.,11,2025-03-28T00:00:00,MOD730860,Theory 4: כימיה Fundamentals,True,4,2025-03-17T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG922746"", ""ASG569685""]",CRS652689,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: כימיה Research.,17,2025-04-15T00:00:00,MOD351862,Module 5: כימיה Research,False,5,2025-03-29T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG450416""]",CRS652689,2025-09-24T16:49:39.734144,יישם ידע תיאורטי באמצעות תרגילים ובעיות מעשיות. בשיעור הזה נעבור על: כימיה Fundamentals.,11,2025-04-27T00:00:00,MOD152732,Practice 6: כימיה Fundamentals,True,6,2025-04-16T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG757487""]",CRS652689,2025-09-24T16:49:39.734144,מודול זה עוסק ביסודות התיאורטיים של הנושא. בשיעור הזה נעבור על: כימיה Theory - Part 7.,13,2025-05-11T00:00:00,MOD229518,כימיה Theory - Part 7,True,7,2025-04-28T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG811498"", ""ASG309689""]",CRS652689,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: כימיה Fundamentals.,12,2025-05-24T00:00:00,MOD017828,Research 8: כימיה Fundamentals,True,8,2025-05-12T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG185223""]",CRS652689,2025-09-24T16:49:39.734144,מודול מבוסס-דיון זה מקדם חשיבה ביקורתית וניתוח. בשיעור הזה נעבור על: Discussion Applications.,24,2025-06-18T00:00:00,MOD346529,כימיה 9: Discussion Applications,True,9,2025-05-25T00:00:00,מדעים,2025-09-24T16:49:39.734144
"[""ASG273906"", ""ASG843006""]",CRS583398,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: בניית Fundamentals.,7,2024-09-18T00:00:00,MOD892680,Project 1: בניית Fundamentals,False,1,2024-09-11T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG864612""]",CRS583398,2025-09-24T16:49:39.734144,מודול מבוסס-דיון זה מקדם חשיבה ביקורתית וניתוח. בשיעור הזה נעבור על: Discussion Applications.,7,2024-09-26T00:00:00,MOD646818,בניית 2: Discussion Applications,True,2,2024-09-19T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG484417"", ""ASG338808""]",CRS583398,2025-09-24T16:49:39.734144,חקור את התיאוריות הבסיסיות העומדות בבסיס תחום זה. בשיעור הזה נעבור על: בניית Theory - Part 3.,7,2024-10-04T00:00:00,MOD780422,בניית Theory - Part 3,True,3,2024-09-27T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG798030"", ""ASG590848""]",CRS583398,2025-09-24T16:49:39.734144,מודול מבוסס-פרויקט זה מאפשר יישום של כישורים שנרכשו. בשיעור הזה נעבור על: בניית Fundamentals.,7,2024-10-12T00:00:00,MOD217930,Project 4: בניית Fundamentals,True,4,2024-10-05T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG622917""]",CRS583398,2025-09-24T16:49:39.734144,בצע מחקר בנושאים הקשורים לחומר הקורס. בשיעור הזה נעבור על: בניית Research.,7,2024-10-20T00:00:00,MOD399152,Module 5: בניית Research,True,5,2024-10-13T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG168689"", ""ASG716661""]",CRS583398,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: בניית Project - Part 6.,8,2024-10-29T00:00:00,MOD647562,בניית Project - Part 6,False,6,2024-10-21T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG800475"", ""ASG467978""]",CRS583398,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: Research in בניית.,7,2024-11-06T00:00:00,MOD624828,Unit 7: Research in בניית,True,7,2024-10-30T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG505003"", ""ASG841128""]",CRS583398,2025-09-24T16:49:39.734144,עבוד על פרויקט מקיף כדי לחזק את ההבנה. בשיעור הזה נעבור על: בניית Fundamentals.,7,2024-11-14T00:00:00,MOD416467,Project 8: בניית Fundamentals,True,8,2024-11-07T00:00:00,ספרות,2025-09-24T16:49:39.734144
"[""ASG327241"", ""ASG234064""]",CRS583398,2025-09-24T16:49:39.734144,מודול מבוסס-דיון זה מקדם חשיבה ביקורתית וניתוח. בשיעור הזה נעבור על: בניית Discussion.,7,2024-11-22T00:00:00,MOD852923,Module 9: בניית Discussion,True,9,2024-11-15T00:00:00,ספרות,2025-09-24T16:49:39.736142
"[""ASG446368"", ""ASG206847""]",CRS583398,2025-09-24T16:49:39.734144,חקור מושגים מתקדמים דרך פעילויות מחקר מונחות. בשיעור הזה נעבור על: בניית Research - Part 10.,8,2024-12-01T00:00:00,MOD295195,בניית Research - Part 10,True,10,2024-11-23T00:00:00,ספרות,2025-09-24T16:49:39.736142
"[""ASG959133""]",CRS583398,2025-09-24T16:49:39.734144,מודול זה מתמקד בשיטות מחקר וביישומן. בשיעור הזה נעבור על: בניית Research - Part 11.,8,2024-12-10T00:00:00,MOD489717,בניית Research - Part 11,True,11,2024-12-02T00:00:00,ספרות,2025-09-24T16:49:39.736142
"[""ASG546268""]",CRS583398,2025-09-24T16:49:39.734144,חקור את התיאוריות הבסיסיות העומדות בבסיס תחום זה. בשיעור הזה נעבור על: בניית Fundamentals.,7,2024-12-18T00:00:00,MOD178390,Theory 12: בניית Fundamentals,False,12,2024-12-11T00:00:00,ספרות,2025-09-24T16:49:39.736142
